"","Product.Type","Price","PriceIndexPercentageChange","ProductSold","Date","ParticipatingBidders","ProductGroup12MSalesSplit","SupplyOffered","TwelveMonthQtySold","AveragePublishedPrice.1","ChangeInPriceIndex","EventDuration","MinSupply","QualifiedBidders","QuantitySold","TotalRounds","TwelveMonthQtySold.1","WinningBidders","Duration"
"419","BMP","4539","0.5",NA,2014-01-07,"208",NA,"TRUE",NA,"4943","-0.8","2:25","44950","828","46418","12","901050","152","145"
"420","Ched","4656","1.9",NA,2014-01-07,"208",NA,"TRUE",NA,"4943","-0.8","2:25","44950","828","46418","12","901050","152","145"
"421","LAC","1826","5.8",NA,2014-01-07,"208",NA,"TRUE",NA,"4943","-0.8","2:25","44950","828","46418","12","901050","152","145"
"422","MPC70","9010","5.2",NA,2014-01-07,"208",NA,"TRUE",NA,"4943","-0.8","2:25","44950","828","46418","12","901050","152","145"
"423","RenCas","11903","1.1",NA,2014-01-07,"208",NA,"TRUE",NA,"4943","-0.8","2:25","44950","828","46418","12","901050","152","145"
"424","SMP","4688","-3.4",NA,2014-01-07,"208",NA,"TRUE",NA,"4943","-0.8","2:25","44950","828","46418","12","901050","152","145"
"425","WMP","4934","-0.6",NA,2014-01-07,"208",NA,"TRUE",NA,"4943","-0.8","2:25","44950","828","46418","12","901050","152","145"
"426","AMF","3250","-10",NA,2014-07-15,"177","8.8","TRUE","87137","3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"427","Butter","3144","-1.1",NA,2014-07-15,"177","6.5","TRUE","64788","3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"428","BMP","4426","-4.6",NA,2014-07-15,"177","0.8","TRUE","8231","3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"429","Ched","4164","-1.6",NA,2014-07-15,"177","2.8","TRUE","28170","3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"430","LAC",NA,NA,NA,2014-07-15,"177",NA,"FALSE",NA,"3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"431","MPC70",NA,NA,NA,2014-07-15,"177",NA,"FALSE",NA,"3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"432","RenCas","9761","-8.9",NA,2014-07-15,"177","0.8","TRUE","8427","3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"433","SMP","3516","-7.1",NA,2014-07-15,"177","22.3","TRUE","221955","3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"434","WMP","3088","-10.9",NA,2014-07-15,"177","57.4","TRUE","571118","3309","-8.9","2:21","36604","663","36656","13","995176","144","141"
"435","AMF","2814","-8.9","TRUE",2015-06-16,"156","8.4","TRUE","80610","2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"436","Butter","2707","3.3","TRUE",2015-06-16,"156","6.1","TRUE","58539","2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"437","BMP","1975","10","TRUE",2015-06-16,"156","0.9","TRUE","8447","2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"438","Ched","3128","2.4","TRUE",2015-06-16,"156","4.1","TRUE","39642","2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"439","LAC","525","-2.8","TRUE",2015-06-16,"156","0","TRUE","150","2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"440","MPC70",NA,NA,"FALSE",2015-06-16,"156",NA,"FALSE",NA,"2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"441","RenCas","6126","4.3","TRUE",2015-06-16,"156","1","TRUE","9845","2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"442","SMP","1978","-0.2","TRUE",2015-06-16,"156","22.5","TRUE","215733","2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"443","SWP",NA,NA,"FALSE",2015-06-16,"156",NA,"FALSE",NA,"2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"444","WMP","2327","-0.1","TRUE",2015-06-16,"156","56.7","TRUE","544993","2409","-1.3","1:57","22770","649","24047","12","960756","125","117"
"445","AMF","3457","6",NA,2014-08-05,"178","8.5","TRUE","84973","3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"446","Butter","2800","-9.6",NA,2014-08-05,"178","6.5","TRUE","64943","3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"447","BMP","3852","-10.1",NA,2014-08-05,"178","0.8","TRUE","8054","3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"448","Ched","3742","-10.2",NA,2014-08-05,"178","2.8","TRUE","28100","3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"449","LAC","1580",NA,NA,2014-08-05,"178","0.1","TRUE","688","3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"450","MPC70",NA,NA,NA,2014-08-05,"178",NA,"FALSE",NA,"3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"451","RenCas","9701","-0.7",NA,2014-08-05,"178","0.8","TRUE","8301","3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"452","SMP","3264","-6.5",NA,2014-08-05,"178","22.2","TRUE","222720","3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"453","WMP","2725","-11.5",NA,2014-08-05,"178","57.8","TRUE","578653","3025","-8.4","1:58","47799","668","48380","11","1001094","153","118"
"454","AMF","5294","-0.6","TRUE",2018-09-18,"179","9.4","TRUE","61576","2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"455","Butter","4270","-0.1","TRUE",2018-09-18,"179","6.8","TRUE","44912","2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"456","BMP",NA,NA,"FALSE",2018-09-18,"179",NA,"FALSE",NA,"2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"457","Ched","3503","-3.5","TRUE",2018-09-18,"179","4","TRUE","26399","2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"458","LAC","910","-0.3","TRUE",2018-09-18,"179","1.1","TRUE","7113","2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"459","MPC70",NA,NA,"FALSE",2018-09-18,"179",NA,"FALSE",NA,"2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"460","RenCas","5421","1.7","TRUE",2018-09-18,"179","1.6","TRUE","10612","2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"461","SMP","1980","-1.1","TRUE",2018-09-18,"179","23.3","TRUE","153253","2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"462","SWP",NA,NA,"FALSE",2018-09-18,"179",NA,"TRUE",NA,"2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"463","WMP","2768","-1.8","TRUE",2018-09-18,"179","52.7","TRUE","346836","2934","-1.3","2:14","36100","503","39143","15","658424","149","134"
"464","AMF","4086","0.6",NA,2014-04-15,"199","9.1","TRUE","80923","4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"465","Butter","3832","-4.9",NA,2014-04-15,"199","6","TRUE","53161","4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"466","BMP","4075","-8.6",NA,2014-04-15,"199","0.9","TRUE","8093","4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"467","Ched","4273","-3.3",NA,2014-04-15,"199","3.1","TRUE","27763","4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"468","LAC",NA,NA,NA,2014-04-15,"199",NA,"FALSE",NA,"4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"469","MPC70","7824","-7",NA,2014-04-15,"199","0.6","TRUE","5352","4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"470","RenCas","10630","-4.3",NA,2014-04-15,"199","1.1","TRUE","9484","4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"471","SMP","3969","-4.4",NA,2014-04-15,"199","21.4","TRUE","190716","4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"472","WMP","3990","-1.6",NA,2014-04-15,"199","57.8","TRUE","515927","4047","-2.6","2:08","36686","764","36549","12","891925","148","128"
"473","AMF","5799","3","TRUE",2017-03-21,"154","11.6","TRUE","73762","3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"474","Butter","4910","4.9","TRUE",2017-03-21,"154","7.2","TRUE","46008","3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"475","BMP",NA,NA,"TRUE",2017-03-21,"154","1.3","TRUE","8526","3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"476","Ched","3406","-1","TRUE",2017-03-21,"154","3.8","TRUE","24444","3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"477","LAC","913","-2.7","TRUE",2017-03-21,"154","1.7","TRUE","10698","3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"478","MPC70",NA,NA,"FALSE",2017-03-21,"154",NA,"FALSE",NA,"3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"479","RenCas","5927","3.6","TRUE",2017-03-21,"154","1.8","TRUE","11307","3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"480","SMP","1948","-10.1","TRUE",2017-03-21,"154","23.6","TRUE","149961","3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"481","SWP",NA,NA,"FALSE",2017-03-21,"154",NA,"FALSE",NA,"3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"482","WMP","2855","2.9","TRUE",2017-03-21,"154","49","TRUE","311695","3101","1.7","1:49","20933","533","22498","12","636401","113","109"
"483","AMF","6185","4.7","TRUE",2017-05-02,"163","11.5","TRUE","73133","3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"484","Butter","4911","1.1","TRUE",2017-05-02,"163","7.2","TRUE","45449","3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"485","BMP","1859","21.8","TRUE",2017-05-02,"163","1.4","TRUE","8580","3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"486","Ched","3666","4.6","TRUE",2017-05-02,"163","3.8","TRUE","24225","3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"487","LAC","941","1.1","TRUE",2017-05-02,"163","1.8","TRUE","11100","3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"488","MPC70",NA,NA,"FALSE",2017-05-02,"163",NA,"FALSE",NA,"3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"489","RenCas","6775","10.4","TRUE",2017-05-02,"163","1.7","TRUE","10780","3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"490","SMP","1982","-0.9","TRUE",2017-05-02,"163","23.2","TRUE","146798","3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"491","SWP",NA,NA,"FALSE",2017-05-02,"163",NA,"FALSE",NA,"3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"492","WMP","3233","5.2","TRUE",2017-05-02,"163","49.5","TRUE","313161","3166","3.6","2:19","20380","548","22633","15","633226","106","139"
"493","AMF","5137","3.9","TRUE",2019-01-02,"167","9.6","TRUE","66253","2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"494","Butter","4076","3.9","TRUE",2019-01-02,"167","6.9","TRUE","47237","2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"495","BMP","3252","9.3","TRUE",2019-01-02,"167","1.2","TRUE","8372","2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"496","Ched","3371","3.2","TRUE",2019-01-02,"167","3.9","TRUE","27119","2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"497","LAC","948","1.6","TRUE",2019-01-02,"167","0.8","TRUE","5518","2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"498","MPC70",NA,NA,"FALSE",2019-01-02,"167",NA,"FALSE",NA,"2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"499","RenCas","5123","1.3","TRUE",2019-01-02,"167","1.5","TRUE","10504","2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"500","SMP","2201","7.9","TRUE",2019-01-02,"167","22.8","TRUE","156559","2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"501","SWP",NA,NA,"FALSE",2019-01-02,"167",NA,"TRUE",NA,"2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"502","WMP","2705","1.2","TRUE",2019-01-02,"167","53.2","TRUE","365758","2986","2.8","2:29","26070","515","28651","15","687370","115","149"
"503","AMF","4062","-11.3",NA,2014-04-01,"201","9.1","TRUE","81496","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"504","Butter","4040","-11",NA,2014-04-01,"201","5.7","TRUE","50736","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"505","BMP","4211","-15",NA,2014-04-01,"201","0.9","TRUE","7874","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"506","Ched","4438","-3.5",NA,2014-04-01,"201","3.2","TRUE","28355","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"507","LAC","1530",NA,NA,2014-04-01,"201","0","TRUE","389","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"508","MPC70","8436","-4.3",NA,2014-04-01,"201","0.6","TRUE","5749","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"509","RenCas","11105","5.5",NA,2014-04-01,"201","1.1","TRUE","9711","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"510","SMP","4126","-9.6",NA,2014-04-01,"201","21.2","TRUE","189048","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"511","WMP","4033","-8.4",NA,2014-04-01,"201","58.1","TRUE","517401","4124","-8.9","1:58","38905","756","39653","11","890759","167","118"
"512","AMF","6120","5.3","TRUE",2018-04-17,"182","8","TRUE","54140","3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"513","Butter","5654","2.9","TRUE",2018-04-17,"182","6.4","TRUE","43558","3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"514","BMP",NA,NA,"FALSE",2018-04-17,"182",NA,"FALSE",NA,"3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"515","Ched","3855","4.6","TRUE",2018-04-17,"182","3.8","TRUE","26049","3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"516","LAC","687","14.8","TRUE",2018-04-17,"182","1.3","TRUE","8636","3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"517","MPC70",NA,NA,"FALSE",2018-04-17,"182",NA,"FALSE",NA,"3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"518","RenCas","5792","3.1","TRUE",2018-04-17,"182","1.7","TRUE","11547","3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"519","SMP","1913","3.6","TRUE",2018-04-17,"182","24","TRUE","163203","3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"520","SWP",NA,NA,"FALSE",2018-04-17,"182",NA,"FALSE",NA,"3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"521","WMP","3311","0.9","TRUE",2018-04-17,"182","53.6","TRUE","365141","3587","2.7","2:09","17380","518","19262","16","680727","102","129"
"522","AMF","6504","-3.4","TRUE",2017-10-03,"149","9.4","TRUE","62521","3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"523","Butter","5837","-3.6","TRUE",2017-10-03,"149","6.3","TRUE","41944","3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"524","BMP","1804","-10.3","TRUE",2017-10-03,"149","1.4","TRUE","9462","3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"525","Ched","4109","1.9","TRUE",2017-10-03,"149","3.8","TRUE","25461","3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"526","LAC",NA,NA,"TRUE",2017-10-03,"149","1.7","TRUE","11122","3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"527","MPC70",NA,NA,"FALSE",2017-10-03,"149",NA,"FALSE",NA,"3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"528","RenCas","6123","0.9","TRUE",2017-10-03,"149","1.8","TRUE","11621","3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"529","SMP","1895","-1.4","TRUE",2017-10-03,"149","23.2","TRUE","153512","3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"530","SWP",NA,NA,"FALSE",2017-10-03,"149",NA,"FALSE",NA,"3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"531","WMP","3037","-2.7","TRUE",2017-10-03,"149","52.4","TRUE","346816","3223","-2.4","2:15","33610","541","37990","16","662459","132","135"
"532","AMF","5007","1.1","TRUE",2016-10-18,"164","11.6","TRUE","77794","2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"533","Butter","3984","2.6","TRUE",2016-10-18,"164","7.9","TRUE","53369","2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"534","BMP","2583","0.2","TRUE",2016-10-18,"164","1.3","TRUE","8614","2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"535","Ched","3290","-3.7","TRUE",2016-10-18,"164","3.8","TRUE","25498","2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"536","LAC","780","5.6","TRUE",2016-10-18,"164","1.3","TRUE","8627","2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"537","MPC70",NA,NA,"FALSE",2016-10-18,"164",NA,"FALSE",NA,"2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"538","RenCas","6286","-4.5","TRUE",2016-10-18,"164","1.7","TRUE","11514","2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"539","SMP","2204","-0.3","TRUE",2016-10-18,"164","23.8","TRUE","159898","2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"540","SWP",NA,NA,"FALSE",2016-10-18,"164",NA,"FALSE",NA,"2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"541","WMP","2760","2.9","TRUE",2016-10-18,"164","48.6","TRUE","326862","2965","1.4","1:32","28550","620","31525","10","672176","115","92"
"542","AMF","4769","15.4","TRUE",2016-09-06,"199","11.8","TRUE","79675","2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"543","Butter","3764","14.9","TRUE",2016-09-06,"199","7.9","TRUE","53591","2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"544","BMP","2070","6.8","TRUE",2016-09-06,"199","1.2","TRUE","8403","2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"545","Ched","3436","9","TRUE",2016-09-06,"199","3.8","TRUE","25679","2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"546","LAC","787","2","TRUE",2016-09-06,"199","1.2","TRUE","8049","2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"547","MPC70",NA,NA,"FALSE",2016-09-06,"199",NA,"FALSE",NA,"2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"548","RenCas","6720","6.7","TRUE",2016-09-06,"199","1.8","TRUE","11893","2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"549","SMP","2224","10","TRUE",2016-09-06,"199","23.7","TRUE","159587","2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"550","SWP",NA,NA,"FALSE",2016-09-06,"199",NA,"FALSE",NA,"2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"551","WMP","2793","3.7","TRUE",2016-09-06,"199","48.5","TRUE","327300","2920","7.7","2:09","34200","613","36748","14","674177","131","129"
"552","AMF","6354","5.8","TRUE",2018-05-15,"164","8","TRUE","52472","3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"553","Butter","5787","2.4","TRUE",2018-05-15,"164","6.5","TRUE","43101","3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"554","BMP",NA,NA,"FALSE",2018-05-15,"164",NA,"FALSE",NA,"3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"555","Ched","4205","4.4","TRUE",2018-05-15,"164","3.8","TRUE","25104","3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"556","LAC","687","-3.5","TRUE",2018-05-15,"164","1.2","TRUE","8036","3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"557","MPC70",NA,NA,"FALSE",2018-05-15,"164",NA,"FALSE",NA,"3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"558","RenCas","4876","-6.1","TRUE",2018-05-15,"164","1.7","TRUE","11001","3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"559","SMP","2047","3","TRUE",2018-05-15,"164","24.4","TRUE","160947","3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"560","SWP",NA,NA,"TRUE",2018-05-15,"164",NA,"TRUE",NA,"3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"561","WMP","3226","0.2","TRUE",2018-05-15,"164","53.1","TRUE","350526","3637","1.9","2:01","16610","527","18161","14","659621","111","121"
"562","AMF","3621","1.1","TRUE",2016-07-05,"164","11.4","TRUE","79500","2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"563","Butter","2828","-3.1","TRUE",2016-07-05,"164","7.6","TRUE","53276","2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"564","BMP","1552","-7.5","TRUE",2016-07-05,"164","1.2","TRUE","8392","2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"565","Ched","2902","-0.5","TRUE",2016-07-05,"164","3.8","TRUE","26753","2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"566","LAC","750","-1.2","TRUE",2016-07-05,"164","1","TRUE","7190","2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"567","MPC70",NA,NA,"FALSE",2016-07-05,"164",NA,"FALSE",NA,"2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"568","RenCas","5227","4.9","TRUE",2016-07-05,"164","1.8","TRUE","12481","2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"569","SMP","1938","2.6","TRUE",2016-07-05,"164","23.1","TRUE","161132","2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"570","SWP",NA,NA,"FALSE",2016-07-05,"164",NA,"FALSE",NA,"2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"571","WMP","2062","-1.6","TRUE",2016-07-05,"164","50","TRUE","348684","2345","-0.4","2:16","30614","602","32500","15","697408","133","136"
"572","AMF","4578","-10.7",NA,2014-03-18,"187","9.2","TRUE","86617","4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"573","Butter","4534","-4.4",NA,2014-03-18,"187","5.4","TRUE","50736","4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"574","BMP","5253","4.6",NA,2014-03-18,"187","0.9","TRUE","8074","4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"575","Ched","4641","-4.1",NA,2014-03-18,"187","3.3","TRUE","30684","4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"576","LAC",NA,NA,NA,2014-03-18,"187",NA,"FALSE",NA,"4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"577","MPC70","8837","3.7",NA,2014-03-18,"187","0.7","TRUE","6255","4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"578","RenCas","10533","-10.7",NA,2014-03-18,"187","1.1","TRUE","10239","4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"579","SMP","4584","-1.7",NA,2014-03-18,"187","21.1","TRUE","197551","4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"580","WMP","4439","-5.8",NA,2014-03-18,"187","58.4","TRUE","547304","4563","-5.2","1:48","37511","747","39008","10","937849","142","108"
"581","AMF","5126","-3.5",NA,2014-03-04,"189","9.4","TRUE","88384","4794","-4","1:58","39943","796","41086","11","942587","139","118"
"582","Butter","4746","3.9",NA,2014-03-04,"189","5.1","TRUE","47604","4794","-4","1:58","39943","796","41086","11","942587","139","118"
"583","BMP","4792","-5.8",NA,2014-03-04,"189","0.9","TRUE","8124","4794","-4","1:58","39943","796","41086","11","942587","139","118"
"584","Ched","4837","0.7",NA,2014-03-04,"189","3.3","TRUE","31488","4794","-4","1:58","39943","796","41086","11","942587","139","118"
"585","LAC",NA,NA,NA,2014-03-04,"189",NA,"TRUE",NA,"4794","-4","1:58","39943","796","41086","11","942587","139","118"
"586","MPC70","8524","-3.3",NA,2014-03-04,"189","0.7","TRUE","6466","4794","-4","1:58","39943","796","41086","11","942587","139","118"
"587","RenCas","11791","2.9",NA,2014-03-04,"189","1.1","TRUE","10437","4794","-4","1:58","39943","796","41086","11","942587","139","118"
"588","SMP","4658","-3.9",NA,2014-03-04,"189","20.9","TRUE","197040","4794","-4","1:58","39943","796","41086","11","942587","139","118"
"589","WMP","4703","-5.7",NA,2014-03-04,"189","58.6","TRUE","552655","4794","-4","1:58","39943","796","41086","11","942587","139","118"
"590","AMF","6222","-1.7","TRUE",2018-06-05,"179","8.3","TRUE","56317","3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"591","Butter","5581","-3.5","TRUE",2018-06-05,"179","6.6","TRUE","44871","3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"592","BMP","2314","17.7","TRUE",2018-06-05,"179","1.3","TRUE","8838","3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"593","Ched","3998","-3.6","TRUE",2018-06-05,"179","3.9","TRUE","26178","3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"594","LAC","714","3.9","TRUE",2018-06-05,"179","1.2","TRUE","7996","3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"595","MPC70",NA,NA,"FALSE",2018-06-05,"179",NA,"FALSE",NA,"3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"596","RenCas","5015","2.7","TRUE",2018-06-05,"179","1.6","TRUE","11139","3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"597","SMP","2051","0.3","TRUE",2018-06-05,"179","24.6","TRUE","166812","3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"598","SWP",NA,NA,"FALSE",2018-06-05,"179",NA,"TRUE",NA,"3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"599","WMP","3205","-1.1","TRUE",2018-06-05,"179","52.5","TRUE","356539","3487","-1.3","2:10","19680","519","21580","15","678690","118","130"
"600","AMF","3337","-4.8","TRUE",2015-05-19,"162","8.5","TRUE","84524","2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"601","Butter","2911","-3.2","TRUE",2015-05-19,"162","6.1","TRUE","60191","2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"602","BMP","1930","3.2","TRUE",2015-05-19,"162","0.8","TRUE","8249","2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"603","Ched","2745","-7.1","TRUE",2015-05-19,"162","3.9","TRUE","39125","2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"604","LAC","580","0.9","TRUE",2015-05-19,"162","0","TRUE","150","2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"605","MPC70",NA,NA,"FALSE",2015-05-19,"162",NA,"FALSE",NA,"2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"606","RenCas","6067","-0.4","TRUE",2015-05-19,"162","1","TRUE","9742","2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"607","SMP","1992","-3.6","TRUE",2015-05-19,"162","22.7","TRUE","225285","2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"608","SWP",NA,NA,"FALSE",2015-05-19,"162",NA,"FALSE",NA,"2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"609","WMP","2390","-0.5","TRUE",2015-05-19,"162","56.7","TRUE","563880","2472","-2.2","2:17","25645","687","26535","14","994058","128","137"
"610","AMF","3240","1.6","TRUE",2016-04-19,"163","10.8","TRUE","79286","2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"611","Butter","2746","2","TRUE",2016-04-19,"163","7.4","TRUE","54418","2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"612","BMP","1460","2.4","TRUE",2016-04-19,"163","1.2","TRUE","8820","2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"613","Ched","2636","-3.9","TRUE",2016-04-19,"163","4.4","TRUE","32202","2263","3.8","1:58","19904","617","21206","13","733742","114","118"
"614","LAC","708","8","TRUE",2016-04-19,"163","0.8","TRUE","5530","2263","3.8","1:58","19904","617","21206","13","733742","114","118"
