"","Product.Type","Price","PriceIndexPercentageChange","ProductSold","Date","ParticipatingBidders","ProductGroup12MSalesSplit","SupplyOffered","TwelveMonthQtySold","AveragePublishedPrice.1","ChangeInPriceIndex","EventDuration","MinSupply","QualifiedBidders","QuantitySold","TotalRounds","TwelveMonthQtySold.1","WinningBidders","Duration"
"1914","BMP","2934.354839","-0.0211","775",2020-11-01,"","","","","","","","","","","","","",""
"1915","BMP","3039.338521","0.0357","771",2020-11-15,"","","","","","","","","","","","","",""
"1916","BMP","3410","0.1443","450",2020-12-06,"","","","","","","","","","","","","",""
"1917","BMP","3280","-0.0381","700",2020-12-20,"","","","","","","","","","","","","",""
"1918","BMP","3585","0.093","350",2020-01-03,"","","","","","","","","","","","","",""
"1919","BMP","3430","-0.0432","350",2020-01-17,"","","","","","","","","","","","","",""
"1920","BMP","n.a.","n.a.","n.a.",2020-02-01,"","","","","","","","","","","","","",""
"1921","BMP","n.a.","n.a.","n.a.",2020-02-15,"","","","","","","","","","","","","",""
"1922","BMP","n.a.","n.a.","n.a.",2020-03-06,"","","","","","","","","","","","","",""
"1923","BMP","n.a.","n.a.","n.a.",2020-03-20,"","","","","","","","","","","","","",""
"1924","BMP","n.a.","n.a.","n.a.",2020-04-03,"","","","","","","","","","","","","",""
"1925","BMP","n.a.","n.a.","n.a.",2020-04-17,"","","","","","","","","","","","","",""
"1926","BMP","n.a.","n.a.","n.a.",2020-05-01,"","","","","","","","","","","","","",""
"1927","BMP","n.a.","n.a.","n.a.",2020-05-15,"","","","","","","","","","","","","",""
"1928","BMP","2456.154562","-0.2668","537",2020-06-05,"","","","","","","","","","","","","",""
"1929","BMP","2509.473684","0.0238","475",2020-06-19,"","","","","","","","","","","","","",""
"1930","BMP","2482.844037","-0.0078","545",2020-07-03,"","","","","","","","","","","","","",""
"1931","BMP","2662.440147","0.0729","543",2020-07-17,"","","","","","","","","","","","","",""
"1932","BMP","2415.695313","-0.0879","640",2020-08-01,"","","","","","","","","","","","","",""
"1933","BMP","2667.54372","0.1018","629",2020-08-15,"","","","","","","","","","","","","",""
"1934","BMP","3090.559105","0.1597","626",2020-09-04,"","","","","","","","","","","","","",""
"1935","BMP","3028.846154","-0.0201","650",2020-09-18,"","","","","","","","","","","","","",""
"1936","BMP","3143.797909","0.0381","574",2020-10-02,"","","","","","","","","","","","","",""
"1937","BMP","3288.75","0.0445","600",2020-10-16,"","","","","","","","","","","","","",""
"1938","BMP","3510","0.0734","250",2020-11-06,"","","","","","","","","","","","","",""
"1939","BMP","3615","0.084","247",2020-11-20,"","","","","","","","","","","","","",""
"1940","BMP","3615","0.0299","200",2020-12-04,"","","","","","","","","","","","","",""
"1941","BMP","3600","-0.0041","200",2020-12-18,"","","","","","","","","","","","","",""
"1942","BMP","3640","0.0111","184",2020-01-02,"","","","","","","","","","","","","",""
"1943","BMP","3405","-0.0646","200",2020-01-16,"","","","","","","","","","","","","",""
"1944","BMP","3530","0.0367","175",2020-02-05,"","","","","","","","","","","","","",""
"1945","BMP","3317.5","0.0411","400",2020-02-19,"","","","","","","","","","","","","",""
"1946","BMP","4200","0.1429","200",2020-03-05,"","","","","","","","","","","","","",""
"1947","BMP","3904.333333","0.0857","375",2020-03-19,"","","","","","","","","","","","","",""
"1948","BMP","4595","0.0077","175",2020-04-02,"","","","","","","","","","","","","",""
"1949","BMP","3982.146172","0.0131","431",2020-04-16,"","","","","","","","","","","","","",""
"1950","BMP","4500","-0.0333","195",2020-05-01,"","","","","","","","","","","","","",""
"1951","BMP","3876","-0.0511","500",2020-05-15,"","","","","","","","","","","","","",""
"1952","BMP","4410","0.0328","305",2020-06-04,"","","","","","","","","","","","","",""
"1953","BMP","4315","-0.0215","293",2020-06-18,"","","","","","","","","","","","","",""
"1954","BMP","4609.797297","0.0603","370",2020-07-02,"","","","","","","","","","","","","",""
"1955","BMP","4825.789474","0.0476","380",2020-07-16,"","","","","","","","","","","","","",""
"1956","BMP","4641.069959","0.004","486",2020-08-06,"","","","","","","","","","","","","",""
"1957","BMP","4688.75","-0.031","400",2020-08-20,"","","","","","","","","","","","","",""
"1958","BMP","4566.203091","0.003","453",2020-09-03,"","","","","","","","","","","","","",""
"1959","BMP","4805","0.022","300",2020-09-17,"","","","","","","","","","","","","",""
"1960","BMP","4695.229885","0.027","435",2020-10-01,"","","","","","","","","","","","","",""
"1961","BMP","4680.468278","-0.052","331",2020-10-15,"","","","","","","","","","","","","",""
"1962","BMP","4523.503254","0.018","461",2020-11-05,"","","","","","","","","","","","","",""
"1963","BMP","4753.333333","-0.001","300",2020-11-19,"","","","","","","","","","","","","",""
"1964","BMP","4630.333333","0.046","375",2020-12-03,"","","","","","","","","","","","","",""
"1965","BMP","5070","0.022","150",2020-12-17,"","","","","","","","","","","","","",""
"1966","BMP","4538.945409","0.005","403",2020-01-07,"","","","","","","","","","","","","",""
"1967","BMP","5244.433498","0.03","203",2020-01-21,"","","","","","","","","","","","","",""
"1968","BMP","4774.924433","-0.012","397",2020-02-04,"","","","","","","","","","","","","",""
"1969","BMP","5355","0.031","175",2020-02-18,"","","","","","","","","","","","","",""
"1970","BMP","4791.647564","-0.058","349",2020-03-04,"","","","","","","","","","","","","",""
"1971","BMP","5253.333333","0.046","150",2020-03-18,"","","","","","","","","","","","","",""
"1972","BMP","4210.882353","-0.15","204",2020-04-01,"","","","","","","","","","","","","",""
"1973","BMP","4075","-0.086","185",2020-04-15,"","","","","","","","","","","","","",""
"1974","BMP","3713.195991","-0.012","449",2020-05-06,"","","","","","","","","","","","","",""
"1975","BMP","3950","-0.019","140",2020-05-20,"","","","","","","","","","","","","",""
"1976","BMP","3628.333333","-0.019","450",2020-06-03,"","","","","","","","","","","","","",""
"1977","BMP","4535","0.17","190",2020-06-17,"","","","","","","","","","","","","",""
"1978","BMP","4134.61165","0.04","515",2020-07-01,"","","","","","","","","","","","","",""
"1979","BMP","4425.509915","-0.046","353",2020-07-15,"","","","","","","","","","","","","",""
"1980","BMP","3852.142857","-0.101","490",2020-08-05,"","","","","","","","","","","","","",""
"1981","BMP","3885.984655","-0.025","391",2020-08-19,"","","","","","","","","","","","","",""
"1982","BMP","3173.809524","-0.129","525",2020-09-02,"","","","","","","","","","","","","",""
"1983","BMP","3140.179949","-0.069","389",2020-09-16,"","","","","","","","","","","","","",""
"1984","BMP","2722.89749","-0.113","478",2020-10-01,"","","","","","","","","","","","","",""
"1985","BMP","2685.075075","-0.038","333",2020-10-15,"","","","","","","","","","","","","",""
"1986","BMP","2426.410835","-0.069","443",2020-11-04,"","","","","","","","","","","","","",""
"1987","BMP","2511","0.014","250",2020-11-18,"","","","","","","","","","","","","",""
"1988","BMP","2560","0.088","350",2020-12-02,"","","","","","","","","","","","","",""
"1989","BMP","2465.833333","-0.095","180",2020-12-16,"","","","","","","","","","","","","",""
"1990","BMP","2735.642202","0.105","340",2020-01-06,"","","","","","","","","","","","","",""
"1991","BMP","2558.612565","-0.064","191",2020-01-20,"","","","","","","","","","","","","",""
"1992","BMP","2436.06383","-0.004","470",2020-02-03,"","","","","","","","","","","","","",""
"1993","BMP","2673.552124","0.019","259",2020-02-17,"","","","","","","","","","","","","",""
"1994","BMP","2681.029083","0.068","447",2020-03-03,"","","","","","","","","","","","","",""
"1995","BMP","2635","-0.116","275",2020-03-17,"","","","","","","","","","","","","",""
"1996","BMP","2130","-0.251","435",2020-04-01,"","","","","","","","","","","","","",""
"1997","BMP","2207.723577","0.021","246",2020-04-15,"","","","","","","","","","","","","",""
"1998","BMP","1748.090452","-0.14","597",2020-05-05,"","","","","","","","","","","","","",""
"1999","BMP","1930","0.032","291",2020-05-19,"","","","","","","","","","","","","",""
"2000","BMP","1795","-0.07","374",2020-06-02,"","","","","","","","","","","","","",""
"2001","BMP","1975","0.1","250",2020-06-16,"","","","","","","","","","","","","",""
"2002","BMP","1877.727273","-0.081","355",2020-07-01,"","","","","","","","","","","","","",""
"2003","BMP","1794.41349","-0.044","341",2020-07-15,"","","","","","","","","","","","","",""
"2004","BMP","1700.064935","-0.051","405",2020-08-04,"","","","","","","","","","","","","",""
"2005","BMP","1400","-0.138","445",2020-08-18,"","","","","","","","","","","","","",""
"2006","BMP","1828.666667","0.3","375",2020-09-01,"","","","","","","","","","","","","",""
"2007","BMP","1719.257143","-0.019","525",2020-09-15,"","","","","","","","","","","","","",""
"2008","BMP","1944.576613","0.138","496",2020-10-06,"","","","","","","","","","","","","",""
"2009","BMP","2063.615385","0.032","325",2020-10-20,"","","","","","","","","","","","","",""
"2010","BMP","1844","-0.094","275",2020-11-03,"","","","","","","","","","","","","",""
"2011","BMP","1825","-0.01","400",2020-11-17,"","","","","","","","","","","","","",""
"2012","BMP","1728.908629","-0.056","247",2020-12-01,"","","","","","","","","","","","","",""
"2013","BMP","1563.973333","-0.061","375",2020-12-15,"","","","","","","","","","","","","",""
