AveragePublishedPrice,PriceIndexPercentageChange,ProductGroup12MSalesSplit,ProductGroupCode,ProductGroupGUID,ProductGroupName,ProductSold,SupplyOffered,TwelveMonthQtySold,key
2998,3.5,49.4,WMP,2b9a5611-5248-4bf6-869d-3a208824a612,Wholemilk Powders,TRUE,TRUE,323765,3d838efb-3011-4d85-99a0-6adf84ce19ce
5316,0.2,9.2,AMF,0525065f-74fa-4183-abcc-6ec43be659d6,Anhydrous Milkfat,TRUE,TRUE,60865,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
4271,-2.8,6.8,Butter,56a31e67-ef7b-4e82-bb1a-1084efb13141,Butter,TRUE,TRUE,44809,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
2474,0.1,1.3,BMP,edebd2ee-21ae-4cc4-8693-52db3758ade9,Buttermilk Powders,TRUE,TRUE,8391,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
3631,4.2,4,Ched,8891f809-eb8f-4ed7-b192-1f6bfcf5e782,Cheddar Cheese,TRUE,TRUE,26226,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
917,-0.5,1.1,LAC,9a83b167-76ff-408c-9db0-8f95270ec3e9,Lactose,TRUE,TRUE,7329,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
5326,3.7,1.6,RenCas,508b66e9-d2a5-4453-ae49-9acd2b7657dc,Rennet Casein,TRUE,TRUE,10657,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
2005,2.2,23.4,SMP,1a752d48-f502-4d26-8d57-7c278beb91a4,Skimmilk Powders,TRUE,TRUE,153832,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
2821,-2.2,52.6,WMP,9e179d7f-a35f-4b7b-aa58-b9a4014b6202,Wholemilk Powders,TRUE,TRUE,346635,3e1fedb9-c186-4efd-9dfe-6e6060c57e92
5629,-5.2,8.9,AMF,1eea2c75-590c-459a-aced-e6cf75d95778,Anhydrous Milkfat,TRUE,TRUE,59152,3e369bff-d114-4332-9b44-6515ea43385a
4953,-8.1,6.8,Butter,c423fd07-f684-43ca-874e-dcddc4afc5f0,Butter,TRUE,TRUE,45492,3e369bff-d114-4332-9b44-6515ea43385a
2225,,1.2,BMP,5efba92a-d670-40d9-8bdd-1b93d57d0e6a,Buttermilk Powders,TRUE,TRUE,8176,3e369bff-d114-4332-9b44-6515ea43385a
3596,-3.3,3.9,Ched,f3ab4a49-2825-42fe-b2fc-5f96f21792fc,Cheddar Cheese,TRUE,TRUE,26042,3e369bff-d114-4332-9b44-6515ea43385a
,,1.2,LAC,113b1f4b-b18c-45ea-aa76-e668b2381d38,Lactose,TRUE,TRUE,7672,3e369bff-d114-4332-9b44-6515ea43385a
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,3e369bff-d114-4332-9b44-6515ea43385a
4602,-9.5,1.6,RenCas,5808cc3c-496a-43f9-852d-5fa3f5766625,Rennet Casein,TRUE,TRUE,10693,3e369bff-d114-4332-9b44-6515ea43385a
1959,0.8,24.6,SMP,b1c66e79-9a8e-4132-92d4-f2b8b0dc07b8,Skimmilk Powders,TRUE,TRUE,164111,3e369bff-d114-4332-9b44-6515ea43385a
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,3e369bff-d114-4332-9b44-6515ea43385a
2973,1.5,51.8,WMP,e5cd4ce1-fd26-449b-b46a-59e45af0ba4d,Wholemilk Powders,TRUE,TRUE,345003,3e369bff-d114-4332-9b44-6515ea43385a
6894,0.5,8.9,AMF,e96540e4-74df-4a78-a742-0e83b587840d,Anhydrous Milkfat,TRUE,TRUE,55196,3e7b6012-7a79-485c-8ea2-54e250b88008
5516,-3.6,6.1,Butter,0c70d320-b918-474d-a208-9e818866664b,Butter,TRUE,TRUE,38197,3e7b6012-7a79-485c-8ea2-54e250b88008
1931,7.2,1.4,BMP,6b215811-3360-400a-a5ec-49700067d252,Buttermilk Powders,TRUE,TRUE,8785,3e7b6012-7a79-485c-8ea2-54e250b88008
4001,-2.8,3.9,Ched,f83b0e09-9ce4-4a0b-ae9e-6154160e545a,Cheddar Cheese,TRUE,TRUE,24399,3e7b6012-7a79-485c-8ea2-54e250b88008
,,1.7,LAC,de6e9454-77a0-4af8-92aa-0030f59c9247,Lactose,TRUE,TRUE,10340,3e7b6012-7a79-485c-8ea2-54e250b88008
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,3e7b6012-7a79-485c-8ea2-54e250b88008
5465,-4,1.9,RenCas,0eede30d-68b3-4e9b-9e20-14921aea2e65,Rennet Casein,TRUE,TRUE,11533,3e7b6012-7a79-485c-8ea2-54e250b88008
1818,1.2,23.1,SMP,48ecf3a6-8ec1-47ee-81a8-db1f7cd90049,Skimmilk Powders,TRUE,TRUE,143919,3e7b6012-7a79-485c-8ea2-54e250b88008
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,3e7b6012-7a79-485c-8ea2-54e250b88008
2852,-5.5,53.1,WMP,ebf02920-6f43-4d5e-9232-90f349b5dc10,Wholemilk Powders,TRUE,TRUE,330770,3e7b6012-7a79-485c-8ea2-54e250b88008
3763,9.9,8.9,AMF,4b8e801a-577b-44a2-aa5e-fd9a0754035b,Anhydrous Milkfat,TRUE,TRUE,75714,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
3037,-2.3,6,Butter,90f09751-647c-4fed-ac48-af315e1023e7,Butter,TRUE,TRUE,51471,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
1945,13.8,1,BMP,2356ce29-5b7a-4f94-96fc-9a6e9fe03326,Buttermilk Powders,TRUE,TRUE,8712,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
3234,0.5,4.4,Ched,fb1b70a6-7fd5-4ed6-805a-6bce57d35f81,Cheddar Cheese,TRUE,TRUE,37838,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
524,5.9,0.2,LAC,b5af3ffb-a470-4e1d-bd3f-527e90b4c5b6,Lactose,TRUE,TRUE,1770,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
6048,4,1.3,RenCas,bfcdbf5e-e864-47b2-ab5d-5029543b243b,Rennet Casein,TRUE,TRUE,10889,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
2267,13.4,20.9,SMP,a7b66696-e1e2-48ec-8fe1-6bf471be9a84,Skimmilk Powders,TRUE,TRUE,177453,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
2824,12.9,57,WMP,5cbbc058-ebab-41b5-bdfb-e9b27e3812d1,Wholemilk Powders,TRUE,TRUE,484698,3f38535c-39cc-4beb-9ead-bd550fbdf9a7
5569,-1.2,9.9,AMF,85ce3130-fca3-4d9f-8bf1-332bcba88e69,Anhydrous Milkfat,,TRUE,93584,40adc292-6b30-47ab-a3e4-3bf271b139ee
4745,2.6,4.3,Butter,14474f35-a006-4c92-ab9b-82453483d325,Butter,,TRUE,40782,40adc292-6b30-47ab-a3e4-3bf271b139ee
4775,-1.2,0.8,BMP,be41463e-d379-4a70-bbdd-0f87972a3a21,Buttermilk Powders,,TRUE,7946,40adc292-6b30-47ab-a3e4-3bf271b139ee
4935,-4.3,3.5,Ched,724139f2-8ce3-413b-b33e-ae7c6551e8ce,Cheddar Cheese,,TRUE,33363,40adc292-6b30-47ab-a3e4-3bf271b139ee
1780,-2.7,0.1,LAC,770c8883-6cd9-43bc-b374-6bc2f185633f,Lactose,,TRUE,521,40adc292-6b30-47ab-a3e4-3bf271b139ee
9334,-3.3,0.7,MPC70,696fd842-7e9c-40e3-83e4-c1a096f3e6a7,Milk Protein Concentrate 70,,TRUE,6785,40adc292-6b30-47ab-a3e4-3bf271b139ee
11876,-3.7,1.1,RenCas,e12c736b-daa3-4182-98b3-e63a82c2af57,Rennet Casein,,TRUE,10598,40adc292-6b30-47ab-a3e4-3bf271b139ee
4746,0,20.8,SMP,f9c628ad-7b0e-4b0b-9ba6-84e3365b3376,Skimmilk Powders,,TRUE,195511,40adc292-6b30-47ab-a3e4-3bf271b139ee
5005,1.4,58.6,WMP,b949b46c-b0a4-48f6-bbbe-6add826d9487,Wholemilk Powders,,TRUE,551697,40adc292-6b30-47ab-a3e4-3bf271b139ee
6885,4.4,10.8,AMF,9d20bb19-c251-4dbd-b8c7-84b8b9df0717,Anhydrous Milkfat,TRUE,TRUE,67997,43d49de5-4498-4118-8b22-c4816d831c02
5768,2.9,7,Butter,6858de11-b973-435b-809c-3d4d32ca8713,Butter,TRUE,TRUE,44014,43d49de5-4498-4118-8b22-c4816d831c02
,,,BMP,,Buttermilk Powders,FALSE,FALSE,,43d49de5-4498-4118-8b22-c4816d831c02
4121,-3.8,3.7,Ched,96e974ee-fe04-4272-9cfa-1fd4eb4be2c8,Cheddar Cheese,TRUE,TRUE,23565,43d49de5-4498-4118-8b22-c4816d831c02
869,-11.1,1.8,LAC,c815eca9-8d7f-4c3e-9872-373896e84464,Lactose,TRUE,TRUE,11309,43d49de5-4498-4118-8b22-c4816d831c02
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,43d49de5-4498-4118-8b22-c4816d831c02
6104,-8,1.6,RenCas,620150e0-a325-41e8-85ac-b57cb4e88562,Rennet Casein,TRUE,TRUE,10067,43d49de5-4498-4118-8b22-c4816d831c02
2218,1.4,22.8,SMP,16257aef-22db-41f6-9264-405b59f49ea6,Skimmilk Powders,TRUE,TRUE,143669,43d49de5-4498-4118-8b22-c4816d831c02
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,43d49de5-4498-4118-8b22-c4816d831c02
3022,-3.3,51,WMP,890b1f52-98e1-4e7a-bd96-62af8bdfa8c5,Wholemilk Powders,TRUE,TRUE,321647,43d49de5-4498-4118-8b22-c4816d831c02
3566,3.6,8.4,AMF,f3a5ee74-7e48-402d-95cd-e18630008191,Anhydrous Milkfat,,TRUE,85507,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
2940,4.9,6.5,Butter,d87c38dc-1789-4506-841c-99557f423a72,Butter,,TRUE,66117,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
3886,-2.5,0.8,BMP,3133f853-1b06-4953-9a0d-ed6d17e34a76,Buttermilk Powders,,TRUE,7694,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
3453,-7.9,2.8,Ched,34767a2a-6d70-4438-a497-b55058427bb5,Cheddar Cheese,,TRUE,28848,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
,,,LAC,,Lactose,,FALSE,,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
,,,MPC70,,Milk Protein Concentrate 70,,FALSE,,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
9601,-0.8,0.8,RenCas,e23f2f18-485d-4400-97b7-382840787c73,Rennet Casein,,TRUE,8298,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
2874,-12,22.7,SMP,cb7998be-8397-40b8-ac75-f287592e330c,Skimmilk Powders,,TRUE,231050,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
,,,SWP,,Sweet Whey Powder,,FALSE,,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
2804,3.4,57.4,WMP,33945b02-aece-42dd-8004-f6b670a56d01,Wholemilk Powders,,TRUE,584270,457d1d75-fefa-4fe4-aac8-43c37d5ce93a
6245,-3.2,8,AMF,678d8f15-5a2b-4863-81ea-1ca1d3213c0a,Anhydrous Milkfat,TRUE,TRUE,53557,494ffe48-9aea-4c00-854b-6f4f43b10467
5280,-1,6.3,Butter,326ec63e-aaa6-4233-affa-ab9b98f84ff4,Butter,TRUE,TRUE,42310,494ffe48-9aea-4c00-854b-6f4f43b10467
1959,-4.3,1.3,BMP,2a7770a1-afdc-426e-a2a4-9caafb7b1e62,Buttermilk Powders,TRUE,TRUE,8827,494ffe48-9aea-4c00-854b-6f4f43b10467
3759,1.7,3.8,Ched,7aa5d1bf-f567-4c2c-a627-afba4b7c7073,Cheddar Cheese,TRUE,TRUE,25738,494ffe48-9aea-4c00-854b-6f4f43b10467
,,1.4,LAC,e7ba45a8-2e83-4e13-8745-867ec10d261e,Lactose,TRUE,TRUE,9397,494ffe48-9aea-4c00-854b-6f4f43b10467
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,494ffe48-9aea-4c00-854b-6f4f43b10467
5128,2.2,1.8,RenCas,b913052e-197d-45a4-bbb6-b0960471455d,Rennet Casein,TRUE,TRUE,11936,494ffe48-9aea-4c00-854b-6f4f43b10467
2051,5.5,23.6,SMP,a4f4bece-19bb-4b66-9860-c4a3eeaa2d88,Skimmilk Powders,TRUE,TRUE,158336,494ffe48-9aea-4c00-854b-6f4f43b10467
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,494ffe48-9aea-4c00-854b-6f4f43b10467
3232,-0.8,53.7,WMP,edfa10b9-78e1-4adc-bfd5-9fe4cc55aff5,Wholemilk Powders,TRUE,TRUE,359504,494ffe48-9aea-4c00-854b-6f4f43b10467
3628,0.2,11.5,AMF,a6cda1c9-b83f-4f01-a440-7fb9132d4301,Anhydrous Milkfat,TRUE,TRUE,79993,4ba4c12e-e117-450e-8e1a-280d3d8e9266
2687,-5,7.7,Butter,f69341e0-87ea-478e-bf64-06cc6ed52dbb,Butter,TRUE,TRUE,53307,4ba4c12e-e117-450e-8e1a-280d3d8e9266
1565,-0.5,1.2,BMP,b08679f1-e046-4a3c-ad15-6b7dab84d290,Buttermilk Powders,TRUE,TRUE,8437,4ba4c12e-e117-450e-8e1a-280d3d8e9266
2886,-1.1,3.8,Ched,6732a6c1-79fc-401b-a089-d4616f4a8ab1,Cheddar Cheese,TRUE,TRUE,26328,4ba4c12e-e117-450e-8e1a-280d3d8e9266
721,-4,1.1,LAC,5d4d1dda-328a-4ca3-94e1-7e77aa605e06,Lactose,TRUE,TRUE,7385,4ba4c12e-e117-450e-8e1a-280d3d8e9266
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,4ba4c12e-e117-450e-8e1a-280d3d8e9266
5286,0.4,1.8,RenCas,b0b864d2-7119-4631-95bd-209146a4666e,Rennet Casein,TRUE,TRUE,12478,4ba4c12e-e117-450e-8e1a-280d3d8e9266
1927,-1.1,23.3,SMP,2d23f949-3b07-4cd8-8abe-1590b6d8cf1b,Skimmilk Powders,TRUE,TRUE,161134,4ba4c12e-e117-450e-8e1a-280d3d8e9266
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,4ba4c12e-e117-450e-8e1a-280d3d8e9266
2079,1.9,49.6,WMP,1300dad4-4003-4f15-8d76-8749fbafae6c,Wholemilk Powders,TRUE,TRUE,343956,4ba4c12e-e117-450e-8e1a-280d3d8e9266
5538,-1.8,,AMF,51b9a8c7-11da-4547-b6e6-8573480b51ca,Anhydrous Milkfat,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
4223,5.1,,Butter,22a29b9a-0223-4e4e-a0ef-c330e3f52693,Butter,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
4539,0.5,,BMP,92ed4d18-28c4-4473-b457-13c23d1a2d5e,Buttermilk Powders,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
4656,1.9,,Ched,39da4cb9-7480-4de0-a66b-18f7992df57d,Cheddar Cheese,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
1826,5.8,,LAC,f662e92a-67b9-4c54-a512-eb0001a889a5,Lactose,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
9010,5.2,,MPC70,0b95b476-abca-429a-9b90-0979e1bce0a3,Milk Protein Concentrate 70,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
11903,1.1,,RenCas,d82f4a38-3c43-4396-82da-bc9fd5a541f8,Rennet Casein,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
4688,-3.4,,SMP,8d81ca19-291b-4e9a-8304-ed5290d89fb0,Skimmilk Powders,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
4934,-0.6,,WMP,8351a556-919f-4e9f-8441-38711f3bb2ab,Wholemilk Powders,,TRUE,,4f8e71ee-a370-48e5-a93a-ac5934e27a7a
3250,-10,8.8,AMF,e9586d60-ee54-4710-8820-52fba6e8ecc8,Anhydrous Milkfat,,TRUE,87137,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
3144,-1.1,6.5,Butter,4daebb8d-6181-4974-bd78-405a54d5d4ca,Butter,,TRUE,64788,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
4426,-4.6,0.8,BMP,a8943d82-e5dc-44f6-b926-cd4e8c5fc31c,Buttermilk Powders,,TRUE,8231,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
4164,-1.6,2.8,Ched,58f561f9-31f6-454c-a7aa-be94287709ae,Cheddar Cheese,,TRUE,28170,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
,,,LAC,,Lactose,,FALSE,,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
,,,MPC70,,Milk Protein Concentrate 70,,FALSE,,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
9761,-8.9,0.8,RenCas,9ee4740b-62d9-4064-93b5-e8837571eaa3,Rennet Casein,,TRUE,8427,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
3516,-7.1,22.3,SMP,00dd49e7-61db-423a-b407-f2c82b9c2cc8,Skimmilk Powders,,TRUE,221955,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
3088,-10.9,57.4,WMP,83d534b2-e852-441a-9b30-bc3883deea7d,Wholemilk Powders,,TRUE,571118,4ff66cb2-ca3e-40f7-bbca-9a6fc60ef338
2814,-8.9,8.4,AMF,10db68bb-a6a5-44cf-bcca-99d9c38303c4,Anhydrous Milkfat,TRUE,TRUE,80610,549f2a7f-3b90-456d-9f65-895b83911e35
2707,3.3,6.1,Butter,08a2464a-c3a3-4a7d-bff6-629ba8707674,Butter,TRUE,TRUE,58539,549f2a7f-3b90-456d-9f65-895b83911e35
1975,10,0.9,BMP,940852c3-248a-46b0-ac98-fab540ba2751,Buttermilk Powders,TRUE,TRUE,8447,549f2a7f-3b90-456d-9f65-895b83911e35
3128,2.4,4.1,Ched,b5ca6f15-9c38-4d9a-9322-0faa2333ee65,Cheddar Cheese,TRUE,TRUE,39642,549f2a7f-3b90-456d-9f65-895b83911e35
525,-2.8,0,LAC,885bdabd-0aec-46e1-9e13-c188e4a8e892,Lactose,TRUE,TRUE,150,549f2a7f-3b90-456d-9f65-895b83911e35
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,549f2a7f-3b90-456d-9f65-895b83911e35
6126,4.3,1,RenCas,7a68f5a4-6cc2-47f3-a284-b476d45dd8ae,Rennet Casein,TRUE,TRUE,9845,549f2a7f-3b90-456d-9f65-895b83911e35
1978,-0.2,22.5,SMP,45b50adb-5565-43cc-b3fa-f8cc34d7653a,Skimmilk Powders,TRUE,TRUE,215733,549f2a7f-3b90-456d-9f65-895b83911e35
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,549f2a7f-3b90-456d-9f65-895b83911e35
2327,-0.1,56.7,WMP,204c97a7-3867-4a5a-81b4-960f2e63c219,Wholemilk Powders,TRUE,TRUE,544993,549f2a7f-3b90-456d-9f65-895b83911e35
3457,6,8.5,AMF,d276bf0f-713b-4bb3-9960-672899c40d98,Anhydrous Milkfat,,TRUE,84973,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
2800,-9.6,6.5,Butter,29a9e18a-897e-4fee-af52-f43a8bec404c,Butter,,TRUE,64943,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
3852,-10.1,0.8,BMP,28e8726f-0679-49d7-839d-1e23948f4175,Buttermilk Powders,,TRUE,8054,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
3742,-10.2,2.8,Ched,e657eef0-d933-49f6-870b-df4311e30731,Cheddar Cheese,,TRUE,28100,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
1580,,0.1,LAC,032a34e3-fb6b-4f25-9caf-6817409a1e54,Lactose,,TRUE,688,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
,,,MPC70,,Milk Protein Concentrate 70,,FALSE,,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
9701,-0.7,0.8,RenCas,0a6f6047-9a64-465d-9d0d-093066e2898f,Rennet Casein,,TRUE,8301,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
3264,-6.5,22.2,SMP,e8f9733b-fd82-4361-b454-21a5fadb6942,Skimmilk Powders,,TRUE,222720,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
2725,-11.5,57.8,WMP,cb074d1f-3afe-4826-9eae-ae799d6a7a38,Wholemilk Powders,,TRUE,578653,54a159e5-1f1a-4b0c-ab8c-04074085b1d6
5294,-0.6,9.4,AMF,d0b7fdd0-9ab4-437a-9e8d-d8d02933dc76,Anhydrous Milkfat,TRUE,TRUE,61576,55331680-e829-41fa-b581-a09e593096d1
4270,-0.1,6.8,Butter,e7d39c6b-8d91-485f-b55d-d7f0ecf97947,Butter,TRUE,TRUE,44912,55331680-e829-41fa-b581-a09e593096d1
,,,BMP,,Buttermilk Powders,FALSE,FALSE,,55331680-e829-41fa-b581-a09e593096d1
3503,-3.5,4,Ched,dd1d4c40-8889-4774-8abb-3288650070ae,Cheddar Cheese,TRUE,TRUE,26399,55331680-e829-41fa-b581-a09e593096d1
910,-0.3,1.1,LAC,1b20c4ea-138a-4cc4-874e-3806b3f350b8,Lactose,TRUE,TRUE,7113,55331680-e829-41fa-b581-a09e593096d1
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,55331680-e829-41fa-b581-a09e593096d1
5421,1.7,1.6,RenCas,0fd0ce9e-3c8f-4911-af40-5df65f24ee69,Rennet Casein,TRUE,TRUE,10612,55331680-e829-41fa-b581-a09e593096d1
1980,-1.1,23.3,SMP,15f57849-69c6-4ca4-8fe0-6218dac207cc,Skimmilk Powders,TRUE,TRUE,153253,55331680-e829-41fa-b581-a09e593096d1
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,55331680-e829-41fa-b581-a09e593096d1
2768,-1.8,52.7,WMP,644b7c18-d52f-47ed-a17c-ceed531f6cf2,Wholemilk Powders,TRUE,TRUE,346836,55331680-e829-41fa-b581-a09e593096d1
4086,0.6,9.1,AMF,76b89467-2f90-4417-b6c5-1a8fafdcbfb4,Anhydrous Milkfat,,TRUE,80923,5ce9228c-e4cf-40db-b628-2ab847a038c0
3832,-4.9,6,Butter,4901bcbd-3e14-48da-8eef-b1c31ff8b182,Butter,,TRUE,53161,5ce9228c-e4cf-40db-b628-2ab847a038c0
4075,-8.6,0.9,BMP,4f06e195-da49-457e-9eee-33ae1d83445b,Buttermilk Powders,,TRUE,8093,5ce9228c-e4cf-40db-b628-2ab847a038c0
4273,-3.3,3.1,Ched,eab34a3a-6843-4241-8276-3b366d1322be,Cheddar Cheese,,TRUE,27763,5ce9228c-e4cf-40db-b628-2ab847a038c0
,,,LAC,,Lactose,,FALSE,,5ce9228c-e4cf-40db-b628-2ab847a038c0
7824,-7,0.6,MPC70,a4e8ff0b-71a0-4f49-8dec-dcb8993ce61e,Milk Protein Concentrate 70,,TRUE,5352,5ce9228c-e4cf-40db-b628-2ab847a038c0
10630,-4.3,1.1,RenCas,e46d92be-9658-41f1-b32c-c6b5522e72e5,Rennet Casein,,TRUE,9484,5ce9228c-e4cf-40db-b628-2ab847a038c0
3969,-4.4,21.4,SMP,09044775-11cc-46a9-acae-c05e9f980758,Skimmilk Powders,,TRUE,190716,5ce9228c-e4cf-40db-b628-2ab847a038c0
3990,-1.6,57.8,WMP,f5a7498a-1189-4e53-ab1e-a4389408fe0b,Wholemilk Powders,,TRUE,515927,5ce9228c-e4cf-40db-b628-2ab847a038c0
5799,3,11.6,AMF,fe134763-34c2-4983-84c9-d2d332fdf4e3,Anhydrous Milkfat,TRUE,TRUE,73762,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
4910,4.9,7.2,Butter,4479e4b8-e4ab-4ba7-9a35-742f49d8bed2,Butter,TRUE,TRUE,46008,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
,,1.3,BMP,ea7b5ee1-e0c8-4245-920f-1f79df50f0d7,Buttermilk Powders,TRUE,TRUE,8526,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
3406,-1,3.8,Ched,f75d13e3-fcf8-4cc4-9076-d01b16c6d98f,Cheddar Cheese,TRUE,TRUE,24444,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
913,-2.7,1.7,LAC,2632b2f8-4fac-4572-a419-ac35acd008a8,Lactose,TRUE,TRUE,10698,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
5927,3.6,1.8,RenCas,e2c9e9ff-e3ed-47e2-96f8-f5489894e79a,Rennet Casein,TRUE,TRUE,11307,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
1948,-10.1,23.6,SMP,e2a80f83-b9be-4645-9211-a81024c23097,Skimmilk Powders,TRUE,TRUE,149961,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
2855,2.9,49,WMP,891b1495-d6ff-4c54-8caf-a977a5605c71,Wholemilk Powders,TRUE,TRUE,311695,5dd711c7-9f4d-4e22-b3c5-51c4b14d84d1
6185,4.7,11.5,AMF,0c9308c9-fc29-4bd7-8638-b031948e7118,Anhydrous Milkfat,TRUE,TRUE,73133,63e2a712-e555-486a-895a-e57a58120315
4911,1.1,7.2,Butter,7b52ffad-558c-4478-918e-49a80e74a60e,Butter,TRUE,TRUE,45449,63e2a712-e555-486a-895a-e57a58120315
1859,21.8,1.4,BMP,534c7f63-2b6e-4adc-ade1-dcd51f468482,Buttermilk Powders,TRUE,TRUE,8580,63e2a712-e555-486a-895a-e57a58120315
3666,4.6,3.8,Ched,1b00787f-eab8-485f-bae7-8d4e6fcbed2b,Cheddar Cheese,TRUE,TRUE,24225,63e2a712-e555-486a-895a-e57a58120315
941,1.1,1.8,LAC,df19f2d0-88aa-406d-a53d-2574b54d08e5,Lactose,TRUE,TRUE,11100,63e2a712-e555-486a-895a-e57a58120315
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,63e2a712-e555-486a-895a-e57a58120315
6775,10.4,1.7,RenCas,7461aac0-353d-4f66-9f03-9cb2231bd7ce,Rennet Casein,TRUE,TRUE,10780,63e2a712-e555-486a-895a-e57a58120315
1982,-0.9,23.2,SMP,137d1d81-67e5-4a71-9376-6c8450492166,Skimmilk Powders,TRUE,TRUE,146798,63e2a712-e555-486a-895a-e57a58120315
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,63e2a712-e555-486a-895a-e57a58120315
3233,5.2,49.5,WMP,f6be4a2e-0ff3-4550-998e-7d76fba38114,Wholemilk Powders,TRUE,TRUE,313161,63e2a712-e555-486a-895a-e57a58120315
5137,3.9,9.6,AMF,a14e4788-9732-48e5-b706-fa80599656a4,Anhydrous Milkfat,TRUE,TRUE,66253,6a88d137-2217-438e-aad2-71c0993e3e04
